Show_Name,Date_Close,Date_Open,Year,Days Open,Prod_Type,Show_Type,Theatre,,,,
Trial by Jury,6/20/1942,2/28/1942,1942,112,Original Production,Operetta,St. James Theatre,,,,
Guest in the House,7/4/1942,2/24/1942,1942,130,Original Production,Play,Plymouth Theatre,,,,
Iolanthe,9/26/1942,2/23/1942,1942,215,Original Production,Operetta,St. James Theatre,,,,
Under This Roof,3/7/1942,2/22/1942,1942,13,Original Production,Play,Windsor Theatre,,,,
Plan M,2/23/1942,2/20/1942,1942,3,Original Production,Play,Belasco Theatre,,,,
The Pirates of Penzance,3/14/1942,2/17/1942,1942,25,Original Production,Operetta,St. James Theatre,,,,
They Should Have Stood in Bed,2/21/1942,2/13/1942,1942,8,Original Production,Play,Mansfield Theatre,,,,
Heart of a City,3/7/1942,2/12/1942,1942,23,Original Production,Play,Henry Miller's Theatre,,,,
Of V We Sing,4/25/1942,2/11/1942,1942,73,Revival,Musical,Concert Theatre,,,,
The Flowers of Virtue,2/7/1942,2/5/1942,1942,2,Original Production,Play,Royale Theatre,,,,
A Ball in Old Vienna,3/14/1942,2/3/1942,1942,39,Original Production,Musical,St. James Theatre,,,,
The Big City,3/14/1942,2/3/1942,1942,39,Original Production,Operetta,St. James Theatre,,,,
Hedda Gabler,2/7/1942,1/29/1942,1942,9,Original Production,Play,Longacre Theatre,,,,
Solitaire,2/14/1942,1/27/1942,1942,18,Revival,Play,Plymouth Theatre,,,,
Lily of the Valley,1/31/1942,1/26/1942,1942,5,Original Production,Play,Windsor Theatre,,,,
Cafe Crown,5/23/1942,1/23/1942,1942,120,Original Production,Play,Cort Theatre,,,,
Porgy and Bess,2/23/1942,1/22/1942,1942,32,Revival,Musical,Majestic Theatre,,,,
Jason,5/9/1942,1/21/1942,1942,108,Original Production,Play,Hudson Theatre,,,,
The Green Table,3/14/1942,1/21/1942,1942,52,Revival,,St. James Theatre,,,,
All in Favor,1/24/1942,1/20/1942,1942,4,Original Production,Play,Henry Miller's Theatre,,,,
The Rivals,2/28/1942,1/14/1942,1942,45,Original Production,Play,Shubert Theatre,,,,
The Lady Comes Across,1/10/1942,1/9/1942,1942,1,Original Production,Musical,44th Street Theatre,,,,
Johnny on a Spot,1/10/1942,1/8/1942,1942,2,Original Production,Play,Plymouth Theatre,,,,
Papa Is All,2/28/1942,1/6/1942,1942,53,Original Production,Play,Guild Theatre,,,,
The First Crocus,1/6/1942,1/2/1942,1942,4,Original Production,Play,Longacre Theatre,,,,
In Time to Come,1/31/1942,12/28/1941,1941,34,Revival,Play,Mansfield Theatre,,,,
Clash by Night,2/7/1942,12/27/1941,1941,42,Original Production,Play,Belasco Theatre,,,,
Letters to Lucerne,1/10/1942,12/23/1941,1941,18,Original Production,Play,Cort Theatre,,,,
Pie in the Sky,12/27/1941,12/22/1941,1941,5,Original Production,Play,Playhouse Theatre,,,,
"Brooklyn, U.S.A.",2/7/1942,12/21/1941,1941,48,Original Production,Play,Forrest Theatre,,,,
Golden Wings,12/12/1941,12/8/1941,1941,4,Original Production,Play,Cort Theatre,,,,
Angel Street,12/30/1944,12/5/1941,1941,1121,Original Production,Play,John Golden Theatre,,,,
Sunny River,1/3/1942,12/4/1941,1941,30,Original Production,Musical,St. James Theatre,,,,
Twelfth Night,12/13/1941,12/2/1941,1941,11,Original Production,Play,Little Theatre,,,,
Sons o' Fun,8/29/1943,12/1/1941,1941,636,Original Production,Musical,Winter Garden Theatre,,,,
Le Meri and Natya Dancers,,12/1/1941,1941,,Original Production,Special,Guild Theatre,,,,
Hope for a Harvest,12/27/1941,11/26/1941,1941,31,Original Production,Play,Guild Theatre,,,,
The Seventh Trumpet,11/29/1941,11/21/1941,1941,8,Original Production,Play,Mansfield Theatre,,,,
Walk Into My Parlor,12/13/1941,11/19/1941,1941,24,Original Production,Play,Forrest Theatre,,,,
Junior Miss,7/24/1943,11/18/1941,1941,613,Original Production,Play,Lyceum Theatre,,,,
Ring Around Elizabeth,11/25/1941,11/17/1941,1941,8,Original Production,Play,Playhouse Theatre,,,,
Little Dark Horse,11/22/1941,11/16/1941,1941,6,Original Production,Play,John Golden Theatre,,,,
Theatre,1/10/1942,11/12/1941,1941,59,Original Production,Play,Hudson Theatre,,,,
Ballet Theatre,12/14/1941,11/12/1941,1941,32,Revival,Special,44th Street Theatre,,,,
Macbeth,2/28/1942,11/11/1941,1941,109,Original Production,Play,National Theatre,,,,
Spring Again,1/10/1942,11/10/1941,1941,61,Revival,Play,Henry Miller's Theatre,,,,
The Walrus and the Carpenter,11/15/1941,11/8/1941,1941,7,Original Production,Play,Cort Theatre,,,,
La Vie Parisienne,7/24/1943,11/5/1941,1941,626,Original Production,,44th Street Theatre,,,,
Blithe Spirit,6/5/1943,11/5/1941,1941,577,Original Production,Play,Morosco Theatre,,,,
The Man With Blond Hair,11/8/1941,11/4/1941,1941,4,Original Production,Play,Belasco Theatre,,,,
High Kickers,3/28/1942,10/31/1941,1941,148,Revival,Musical,Broadhurst Theatre,,,,
Let's Face It!,3/20/1943,10/29/1941,1941,507,Original Production,Musical,Imperial Theatre,,,,
The Land Is Bright,1/3/1942,10/28/1941,1941,67,Original Production,Play,Music Box Theatre,,,,
Candle in the Wind,1/10/1942,10/22/1941,1941,80,Original Production,Play,Shubert Theatre,,,,
Good Neighbor,10/21/1941,10/21/1941,1941,0,Original Production,Play,Windsor Theatre,,,,
As You Like It,10/25/1941,10/20/1941,1941,5,Original Production,Play,Mansfield Theatre,,,,
Viva O'Brien,10/25/1941,10/9/1941,1941,16,Original Production,Musical,Majestic Theatre,,,,
Anne of England,10/11/1941,10/7/1941,1941,4,Original Production,Play,St. James Theatre,,,,
All Men Are Alike,11/1/1941,10/6/1941,1941,26,Original Production,Play,Hudson Theatre,,,,
"Ah, Wilderness!",10/25/1941,10/2/1941,1941,23,Original Production,Play,Guild Theatre,,,,
Best Foot Forward,7/4/1942,10/1/1941,1941,276,Original Production,Musical,Ethel Barrymore Theatre,,,,
Mr. Big,10/4/1941,9/30/1941,1941,4,Revival,Play,Lyceum Theatre,,,,
Ghost for Sale,10/4/1941,9/29/1941,1941,5,Original Production,Play,Daly's 63rd Street Theatre,,,,
The Distant City,9/23/1941,9/22/1941,1941,1,Original Production,Play,Longacre Theatre,,,,
The Jooss Ballet,,9/22/1941,1941,,Original Production,Musical,Maxine Elliott's Theatre,,,,
Cuckoos on the Hearth,1/3/1942,9/16/1941,1941,109,Original Production,Play,Morosco Theatre,,,,
The More the Merrier,9/27/1941,9/15/1941,1941,12,Original Production,Play,Cort Theatre,,,,
Brother Cain,9/27/1941,9/12/1941,1941,15,Original Production,Play,John Golden Theatre,,,,
The Wookey,1/3/1942,9/10/1941,1941,115,Original Production,Play,Plymouth Theatre,,,,
Village Green,9/27/1941,9/3/1941,1941,24,Original Production,Play,Henry Miller's Theatre,,,,
Lady in the Dark,5/30/1942,9/2/1941,1941,270,Original Production,Musical,Alvin Theatre,,,,
It Happens on Ice,4/26/1942,7/15/1941,1941,285,Original Production,Revue,Center Theatre,,,,
Snookie,6/14/1941,6/3/1941,1941,11,Original Production,Play,John Golden Theatre,,,,
The Happy Days,5/31/1941,5/13/1941,1941,18,Original Production,Play,Henry Miller's Theatre,,,,
Not in Our Stars,,4/25/1941,1941,,Original Production,Play,Cort Theatre,,,,
The Beautiful People,8/2/1941,4/21/1941,1941,103,Original Production,Play,Lyceum Theatre,,,,
The Night Before Christmas,4/27/1941,4/10/1941,1941,17,Original Production,Play,Morosco Theatre,,,,
Steps Leading Up,,4/8/1941,1941,,Original Production,Play,Cort Theatre,,,,
Your Loving Son,4/5/1941,4/4/1941,1941,1,Original Production,Play,Little Theatre,,,,
Watch on the Rhine,2/21/1942,4/1/1941,1941,326,Original Production,Play,Martin Beck Theatre,,,,
Gabrielle,3/26/1941,3/25/1941,1941,1,Original Production,Play,Maxine Elliott's Theatre,,,,
Native Son,6/28/1941,3/24/1941,1941,96,Original Production,Play,St. James Theatre,,,,
My Fair Ladies,4/19/1941,3/23/1941,1941,27,Original Production,Play,Hudson Theatre,,,,
The Trojan Women,,3/15/1941,1941,,Original Production,Play,Cort Theatre,,,,
Five Alarm Waltz,3/15/1941,3/13/1941,1941,2,Original Production,Play,Playhouse Theatre,,,,
They Walk Alone,3/29/1941,3/12/1941,1941,17,Original Production,Play,Shubert Theatre,,,,
The Doctor's Dilemma,6/21/1941,3/11/1941,1941,102,Revival,Play,Shubert Theatre,,,,
Brooklyn Biarritz,3/1/1941,2/27/1941,1941,2,Original Production,Play,Royale Theatre,,,,
The Talley Method,4/12/1941,2/24/1941,1941,47,Original Production,Play,Henry Miller's Theatre,,,,
Claudia,1/9/1943,2/12/1941,1941,696,,Play,Booth Theatre,,,,
Out of the Frying Pan,5/10/1941,2/11/1941,1941,88,Original Production,Play,Windsor Theatre,,,,
Popsy,2/12/1941,2/10/1941,1941,2,Original Production,Play,Playhouse Theatre,,,,
Boudoir,2/15/1941,2/7/1941,1941,8,Original Production,,John Golden Theatre,,,,
Liberty Jones,2/22/1941,2/5/1941,1941,17,Original Production,Musical,Shubert Theatre,,,,
Tanyard Street,2/23/1941,2/4/1941,1941,19,Revival,Play,Little Theatre,,,,
Crazy With the Heat,4/19/1941,1/30/1941,1941,79,Original Production,Musical,44th Street Theatre,,,,
Lady in the Dark,6/15/1941,1/23/1941,1941,143,Original Production,Musical,Alvin Theatre,,,,
The Cream in the Well,2/8/1941,1/20/1941,1941,19,Original Production,Play,Booth Theatre,,,,
Rhapsody in Black,1/25/1941,1/20/1941,1941,5,Original Production,Revue,Erlanger Theatre,,,,
Crazy With the Heat,1/18/1941,1/14/1941,1941,4,Original Production,Musical,44th Street Theatre,,,,
Mr. and Mrs. North,5/31/1941,1/12/1941,1941,139,Original Production,Play,Belasco Theatre,,,,
Arsenic and Old Lace,6/17/1944,1/10/1941,1941,1254,Original Production,Play,Fulton Theatre,,,,
Night of Love,6/28/1941,1/7/1941,1941,172,Original Production,Musical,Hudson Theatre,,,,
Eight O'Clock Tuesday,1/18/1941,1/6/1941,1941,12,Original Production,Play,Henry Miller's Theatre,,,,
First Stop to Heaven,1/11/1941,1/5/1941,1941,6,Original Production,Play,Windsor Theatre,,,,
The Lady Who Came to Stay,1/4/1941,1/2/1941,1941,2,Original Production,Play,Maxine Elliott's Theatre,,,,
Flight to the West,4/26/1941,12/30/1940,1940,117,Original Production,Play,Guild Theatre,,,,
The Flying Gerardos,1/18/1941,12/29/1940,1940,20,,Play,Playhouse Theatre,,,,
All in Fun,12/28/1940,12/27/1940,1940,1,Original Production,Revue,Majestic Theatre,,,,
My Sister Eileen,1/16/1943,12/26/1940,1940,751,Original Production,Play,Biltmore Theatre,,,,
Ruth Draper,1/11/1941,12/26/1940,1940,16,Original Production,Special,Booth Theatre,,,,
Pal Joey,11/29/1941,12/25/1940,1940,339,Original Production,Musical,Ethel Barrymore Theatre,,,,
Meet the People,5/10/1941,12/25/1940,1940,136,Original Production,Revue,Mansfield Theatre,,,,
Old Acquaintance,5/17/1941,12/23/1940,1940,145,Original Production,Play,Morosco Theatre,,,,
The Old Foolishness,12/21/1940,12/20/1940,1940,1,Original Production,Play,Windsor Theatre,,,,
Cue for Passion,12/28/1940,12/19/1940,1940,9,Original Production,Play,Royale Theatre,,,,
Retreat to Pleasure,1/4/1941,12/17/1940,1940,18,Original Production,Play,Belasco Theatre,,,,
Every Man for Himself,12/11/1940,12/9/1940,1940,2,Original Production,Play,Guild Theatre,,,,
Mum's the Word,12/14/1940,12/5/1940,1940,9,Original Production,,Belmont Theatre,,,,
Delicate Story,12/28/1940,12/4/1940,1940,24,Original Production,Play,Henry Miller's Theatre,,,,
Romantic Mr. Dickens,12/7/1940,12/2/1940,1940,5,Original Production,Play,Playhouse Theatre,,,,
Fledgling,12/7/1940,11/27/1940,1940,10,Original Production,Play,Hudson Theatre,,,,
The Corn Is Green,1/17/1942,11/26/1940,1940,417,,Play,National Theatre,,,,
Horse Fever,12/14/1940,11/23/1940,1940,21,Original Production,Play,Mansfield Theatre,,,,
Twelfth Night,3/8/1941,11/19/1940,1940,109,Original Production,Play,St. James Theatre,,,,
Glamour Preferred,11/23/1940,11/15/1940,1940,8,Original Production,Play,Booth Theatre,,,,
"Quiet, Please!",11/21/1940,11/8/1940,1940,13,Revival,Play,Guild Theatre,,,,
Beverly Hills,11/30/1940,11/7/1940,1940,23,Original Production,Play,Fulton Theatre,,,,
"Original Ballet Russe, Colonel de Basil's",1/12/1941,11/3/1940,1940,70,Original Production,Special,51st Street Theatre,,,,
Return Engagement,11/7/1940,11/1/1940,1940,6,Original Production,Play,John Golden Theatre,,,,
Panama Hattie,1/3/1942,10/30/1940,1940,430,Revival,Musical,46th Street Theatre,,,,
Suzanna and the Elders,11/23/1940,10/29/1940,1940,25,Original Production,,Morosco Theatre,,,,
Tis of Thee,10/26/1940,10/26/1940,1940,0,,Revue,Maxine Elliott's Theatre,,,,
Cabin in the Sky,3/8/1941,10/25/1940,1940,134,Original Production,Musical,Martin Beck Theatre,,,,
Big White Fog,12/14/1940,10/22/1940,1940,53,Revival,Play,Lincoln Square Theatre,,,,
Charley's Aunt,5/3/1941,10/17/1940,1940,198,Original Production,Play,Cort Theatre,,,,
Blind Alley,12/7/1940,10/15/1940,1940,53,Original Production,Play,Windsor Theatre,,,,
Ballet Russe de Monte Carlo,11/3/1940,10/14/1940,1940,20,Original Production,,51st Street Theatre,,,,
Boyd's Daughter,10/12/1940,10/11/1940,1940,1,Revival,Play,Booth Theatre,,,,
It Happens on Ice,6/15/1941,10/10/1940,1940,248,Revival,Revue,Center Theatre,,,,
The Pirates of Penzance,10/19/1940,10/7/1940,1940,12,,Operetta,44th Street Theatre,,,,
Trial by Jury,10/19/1940,10/7/1940,1940,12,Original Production,Operetta,44th Street Theatre,,,,
Journey to Jerusalem,10/19/1940,10/5/1940,1940,14,Original Production,Play,National Theatre,,,,
The Mikado,10/17/1940,10/3/1940,1940,14,,Operetta,44th Street Theatre,,,,
Boys and Girls Together,3/15/1941,10/1/1940,1940,165,Original Production,Revue,Broadhurst Theatre,,,,
The Gondoliers,10/19/1940,9/30/1940,1940,19,,Operetta,44th Street Theatre,,,,
The Time of Your Life,10/19/1940,9/23/1940,1940,26,Original Production,Play,Booth Theatre,,,,
Johnny Belinda,6/21/1941,9/18/1940,1940,276,Original Production,Play,Belasco Theatre,,,,
Hold on to Your Hats,2/1/1941,9/11/1940,1940,143,Original Production,Musical,Shubert Theatre,,,,
There Shall Be No Night,11/2/1940,9/9/1940,1940,54,Revival,Play,Alvin Theatre,,,,
Sim Sala Bim,10/20/1940,9/9/1940,1940,41,Original Production,Special,Morosco Theatre,,,,
Jupiter Laughs,9/28/1940,9/9/1940,1940,19,Original Production,Play,Biltmore Theatre,,,,
Kind Lady,11/30/1940,9/3/1940,1940,88,Original Production,Play,Playhouse Theatre,,,,
The Little Dog Laughed,8/24/1940,8/13/1940,1940,11,Original Production,Revue,,,,,
Higher and Higher,8/24/1940,8/5/1940,1940,19,Original Production,Musical,Shubert Theatre,,,,
Walk With Music,7/20/1940,6/4/1940,1940,46,,Musical,Ethel Barrymore Theatre,,,,
Love for Love,6/8/1940,6/3/1940,1940,5,Original Production,Play,Hudson Theatre,,,,
Louisiana Purchase,6/14/1941,5/28/1940,1940,382,Original Production,Musical,Imperial Theatre,,,,
Russian Bank,6/1/1940,5/24/1940,1940,8,Original Production,Play,St. James Theatre,,,,
Keep Off the Grass,6/29/1940,5/23/1940,1940,37,Original Production,Revue,Broadhurst Theatre,,,,
At The Stroke of Eight,5/25/1940,5/20/1940,1940,5,Original Production,Play,Belasco Theatre,,,,
The Return of the Vagabond,5/18/1940,5/17/1940,1940,1,Original Production,Play,National Theatre,,,,
Romeo and Juliet,6/8/1940,5/9/1940,1940,30,Original Production,Play,51st Street Theatre,,,,
The Strangler Fig,5/11/1940,5/6/1940,1940,5,Original Production,Play,Lyceum Theatre,,,,
Out From Under,5/11/1940,5/4/1940,1940,7,Original Production,Play,Biltmore Theatre,,,,
Grey Farm,6/1/1940,5/3/1940,1940,29,Original Production,Play,Hudson Theatre,,,,
Love's Old Sweet Song,6/8/1940,5/2/1940,1940,37,Revival,Play,Plymouth Theatre,,,,
There Shall Be No Night,8/9/1940,4/29/1940,1940,102,Original Production,Play,Alvin Theatre,,,,
Heavenly Express,5/4/1940,4/18/1940,1940,16,Original Production,Play,National Theatre,,,,
Morning Star,6/8/1940,4/16/1940,1940,53,Original Production,Play,Longacre Theatre,,,,
Medicine Show,5/11/1940,4/12/1940,1940,29,Revival,Play,New Yorker Theatre,,,,
Suspect,5/4/1940,4/9/1940,1940,25,,Play,Playhouse Theatre,,,,
Higher and Higher,6/15/1940,4/4/1940,1940,72,Original Production,Musical,Shubert Theatre,,,,
An International Incident,4/13/1940,4/2/1940,1940,11,Revival,Play,Ethel Barrymore Theatre,,,,
King Richard II,4/27/1940,4/1/1940,1940,26,Original Production,Play,St. James Theatre,,,,
The Scene of the Crime,4/4/1940,3/28/1940,1940,7,Original Production,Play,Fulton Theatre,,,,
Lady in Waiting,6/8/1940,3/27/1940,1940,73,Original Production,Play,Martin Beck Theatre,,,,
Ladies in Retirement,8/3/1940,3/26/1940,1940,130,Original Production,Play,Henry Miller's Theatre,,,,
Liliom,5/11/1940,3/25/1940,1940,47,Original Production,Play,44th Street Theatre,,,,
Separate Rooms,9/6/1941,3/23/1940,1940,532,,Play,Maxine Elliott's Theatre,,,,
Mamba's Daughters,4/6/1940,3/23/1940,1940,14,Original Production,,Broadway Theatre,,,,
A Case of Youth,3/27/1940,3/23/1940,1940,4,Revival,Play,National Theatre,,,,
Goodbye in the Night,3/23/1940,3/18/1940,1940,5,Original Production,Play,Biltmore Theatre,,,,
A Passenger to Bali,3/16/1940,3/14/1940,1940,2,Original Production,,Ethel Barrymore Theatre,,,,
The Fifth Column,5/18/1940,3/6/1940,1940,73,Original Production,Play,Alvin Theatre,,,,
The Weak Link,3/30/1940,3/4/1940,1940,26,Original Production,Play,John Golden Theatre,,,,
The Burning Deck,3/2/1940,3/1/1940,1940,1,,Play,Maxine Elliott's Theatre,,,,
Leave Her To Heaven,3/9/1940,2/27/1940,1940,11,Revival,Play,Longacre Theatre,,,,
Another Sun,3/2/1940,2/23/1940,1940,8,Revival,Play,National Theatre,,,,
Night Music,3/9/1940,2/22/1940,1940,16,Original Production,Play,Broadhurst Theatre,,,,
Reunion in New York,11/7/1940,2/21/1940,1940,260,Original Production,Revue,Little Theatre,,,,
The Unconquered,2/17/1940,2/13/1940,1940,4,Revival,Play,Biltmore Theatre,,,,
Two For The Show,3/8/1941,2/8/1940,1940,394,Original Production,Revue,Booth Theatre,,,,
The Taming of the Shrew,2/10/1940,2/5/1940,1940,5,Original Production,Play,Alvin Theatre,,,,
My Dear Children,5/18/1940,1/31/1940,1940,108,Revival,Play,Belasco Theatre,,,,
Geneva,2/10/1940,1/30/1940,1940,11,Original Production,Play,Henry Miller's Theatre,,,,
Young Couple Wanted,2/3/1940,1/24/1940,1940,10,Original Production,Play,Maxine Elliott's Theatre,,,,
Two On An Island,4/13/1940,1/22/1940,1940,82,,Play,Broadhurst Theatre,,,,
The Man Who Killed Lincoln,1/20/1940,1/17/1940,1940,3,,Play,Longacre Theatre,,,,
Juno and the Paycock,4/13/1940,1/16/1940,1940,88,Original Production,Play,Mansfield Theatre,,,,
Earl Carroll's Vanities [1940],12/28/1940,1/13/1940,1940,350,Original Production,,St. James Theatre,,,,
Gizelle,,1/12/1940,1940,,Original Production,Special,Center Theatre,,,,
John Henry,6/15/1941,1/10/1940,1940,522,Original Production,Musical,44th Street Theatre,,,,
The Male Animal,8/3/1940,1/9/1940,1940,207,Original Production,Play,Cort Theatre,,,,
Christmas Eve,12/30/1939,12/27/1939,1939,3,,Play,Henry Miller's Theatre,,,,
Kindred,1/6/1940,12/26/1939,1939,11,Original Production,Play,Maxine Elliott's Theatre,,,,
When We Are Married,5/4/1940,12/25/1939,1939,131,,Play,Lyceum Theatre,,,,
Folies Bergere,2/11/1940,12/25/1939,1939,48,Original Production,Revue,Broadway Theatre,,,,
Billy Draws a Horse,12/31/1939,12/21/1939,1939,10,Original Production,Play,Playhouse Theatre,,,,
Once Upon A Time,12/21/1939,12/20/1939,1939,1,Original Production,Play,Labor Stage Theatre,,,,
Steel,12/30/1939,12/19/1939,1939,11,,Play,Provincetown Playhouse,,,,
The Woman Brown,12/16/1939,12/8/1939,1939,8,,Play,Biltmore Theatre,,,,
Du Barry Was A Lady,12/12/1940,12/6/1939,1939,372,Original Production,Musical,46th Street Theatre,,,,
Foreigners,12/9/1939,12/5/1939,1939,4,Original Production,Play,Belasco Theatre,,,,
Hamlet,1/6/1940,12/4/1939,1939,33,,Play,44th Street Theatre,,,,
