,Date_Close,Date_Open,Date_Previews,Intermission,Market,Prod_Type,Run_Time_Minutes,Run_Time_String,Run_Type,Show_Name,Show_Type,Theatre,Theatre_Address
80,9/16/2018,12/4/2017,11/6/2017,1,Broadway,Premiere Production,140,"Two hours and 20 minutes, with one ",Open Run,SpongeBob SquarePants,Musical, Palace Theatre,"         Palace Theatre (Broadway) (New York, NY) 1564 Broadway Seating Chart   Schedule   Running Time: Two hours and 20 minutes, with one intermission Tuesdays: 7:00pm Wednesdays: 2:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 1:00pm and 6:30pm "
81,12/15/2018,10/12/2017,,,Broadway,Production Production,120,"Two hours, with no ",Limited Run,Springsteen on Broadway,Musical, Walter Kerr Theatre,"         Walter Kerr Theatre (New York, NY) 219 West 48th St. Seating Chart   Schedule   Running Time: Two hours, with no intermission Tuesdays: 8:00pm Wednesdays: 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 8:00pm "
82,4/23/2017,2/23/2017,,1,Broadway,Revival Production,150,"2 hours and 30 minutes, with 1 ",Limited Run,Sunday in the Park with George,Musical, Hudson Theatre,"         Hudson Theatre (Broadway) (New York, NY) 141 W. 44th St. Seating Chart   Schedule   Running Time: 2 hours and 30 minutes, with 1 intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
83,6/25/2017,2/9/2017,,1,Broadway,Revival Production,160,"2 hours and 40 minutes, with 1 ",Limited Run,Sunset Boulevard,Musical, Palace Theatre,"         Palace Theatre (Broadway) (New York, NY) 1564 Broadway Seating Chart   Schedule   Running Time: 2 hours and 40 minutes, with 1 intermission Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
84,6/25/2017,3/26/2017,,1,Broadway,Premiere Production,145,"Two hours and 25 minutes, with one ",Limited Run,Sweat,Play, Studio 54,"         Studio 54 (New York, NY) 254 West 54th St. Seating Chart   Schedule   Running Time: Two hours and 25 minutes, with one intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
85,,11/9/2017,,,Broadway,Premiere Production,90,"One hour and 30 minutes, with no ",Open Run,The Band's Visit,Musical, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. Seating Chart   Schedule   Running Time: One hour and 30 minutes, with no intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 7:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
86,2/4/2018,12/12/2017,11/28/2017,,Broadway,Premiere Production,,,Limited Run,The Children,Play, Samuel J. Friedman Theatre,"         Samuel J. Friedman Theatre (New York, NY) 261 W. 47th St. Seating Chart   Schedule  Tuesdays: 7:00pm Wednesdays: 7:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 2:00pm and 7:00pm (some days vary, check website for details) "
87,5/21/2017,3/9/2017,,,Broadway,Revival Production,25,"2 hours and 5 minutes, with no ",Limited Run,The Glass Menagerie,Play, Belasco Theatre,"         Belasco Theatre (New York, NY) 111 West 44th St. Seating Chart   Schedule   Running Time: 2 hours and 5 minutes, with no intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
88,7/2/2017,4/19/2017,,,Broadway,Revival Production,,,Limited Run,The Little Foxes,Play, Samuel J. Friedman Theatre,"         Samuel J. Friedman Theatre (New York, NY) 261 W. 47th St. Seating Chart   Schedule  Performance schedule varies. Check official website for up-to-date performance dates and times. "
89,3/11/2018,11/30/2017,11/9/2017,,Broadway,Original Production Production,,,Limited Run,The Parisian Woman,Play, Hudson Theatre,"         Hudson Theatre (Broadway) (New York, NY) 141 W. 44th St. Seating Chart   Schedule  Tuesdays: 8:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
90,1/6/2019,4/2/2017,,1,Broadway,Premiere Production,120,"Two hours, with one ",Open Run,The Play That Goes Wrong,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. Seating Chart   Schedule   Running Time: Two hours, with one intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 7:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
91,3/19/2017,1/8/2017,,1,Broadway,Premiere Production,180,"Three hours, with one ",Limited Run,The Present,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. Seating Chart   Schedule   Running Time: Three hours, with one intermission Tuesdays: 7:00pm Wednesdays: 1:30pm and 7:30pm Thursdays: 7:00pm Fridays: 7:30pm Saturdays: 1:30 and 7:30pm Sundays: 3:00pm "
92,5/14/2017,3/16/2017,,1,Broadway,Revival Production,150,"2 hours and 30 minutes, with 1 ",Limited Run,The Price,, American Airlines Theatre,"         American Airlines Theatre (New York, NY) 229 W. 42nd St. Seating Chart   Schedule   Running Time: 2 hours and 30 minutes, with 1 intermission Tuesdays: 8:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 2:00pm "
93,10/22/2017,8/10/2017,,,Broadway,Original Production Production,135,"Two hours and 15 minutes, with no ",Limited Run,The Terms of My Surrender,Play, Belasco Theatre,"         Belasco Theatre (New York, NY) 111 West 44th St. Seating Chart   Schedule   Running Time: Two hours and 15 minutes, with no intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays 2:00pm "
94,11/26/2017,10/10/2017,,,Broadway,Revival Production,,,Limited Run,Time and the Conways,Play, American Airlines Theatre,"         American Airlines Theatre (New York, NY) 229 W. 42nd St. Seating Chart   Schedule  Tuesdays: 8:00pm Wednesdays: 7:00pm Thursdays: 7:00pm Fridays: 7:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
95,11/5/2017,4/6/2017,,1,Broadway,Premiere Production,150,"2 hours and 30 minutes, with 1 ",Open Run,War Paint,Musical, Nederlander Theatre,"         Nederlander Theatre (New York, NY) 208 W. 41st St. Seating Chart   Schedule   Running Time: 2 hours and 30 minutes, with 1 intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
96,8/19/2018,12/1/2016,11/3/2016,1,Broadway,Premiere Production,120,"Two hours and five minutes, with one ",Open Run,A Bronx Tale: The Musical,Musical, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street Seating Chart   Schedule   Running Time: Two hours and five minutes, with one intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 7:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
97,11/27/2016,11/22/2016,11/22/2016,1,Broadway,Premiere Production,165,"Two hours and 45 minutes, with one ",Limited Run,Alton Brown Live: Eat Your Science,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. Seating Chart   Schedule   Running Time: Two hours and 45 minutes, with one intermission Tuesday, November 22nd: 8:00pm Wednesday, November 23rd: 8:00pm Friday, November 25th: 2:00pm and 8:00pm Saturday, November 26th: 2:00pm and 8:00pm Sunday, November 27th: 1:00pm and 5:30pm "
98,6/5/2016,4/21/2016,,1,Broadway,Premiere Production,162,"Two hours and 42 minutes, with one ",Open Run,American Psycho,Musical, Gerald Schoenfeld Theatre,"         Gerald Schoenfeld Theatre (New York, NY) 236 West 45th St. Seating Chart   Schedule   Running Time: Two hours and 42 minutes, with one intermission Mondays: 7:00pm Tuesdays: 7:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 2:00pm and 7:00pm "
99,9/4/2016,6/6/2016,,,Broadway,Production,90,One hour and 30 minutes with no ,Limited Run,An Act of God,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. Seating Chart   Schedule   Running Time: One hour and 30 minutes with no intermission The schedule varies by week. Check the official website for the most up-to-date performance dates and times. Monday: 7:30pm Wednesday: 2:00pm and 7:00pm Thursday: 7:00pm Friday: 8:00pm Saturday: 2:00pm and 8:00pm Sunday: 3:00pm "
100,10/24/2016,9/12/2016,,,Broadway,Original Production Production,,,Limited Run,Black to the Future,Play, Marquis Theatre,"         Marquis Theatre (New York, NY) 1535 Broadway Seating Chart   Schedule  Monday, September 12th: 8:00pm Monday, September 19th: 8:00pm Monday, September 26th: 8:00pm Monday, October 10th: 8:00pm Monday, October 17th: 8:00pm Monday, October 24th: 8:00pm "
101,6/11/2016,3/10/2016,,,Broadway,Premiere Production,90,"One hour and 30 minutes, with no ",Limited Run,Blackbird,Play, Belasco Theatre,"         Belasco Theatre (New York, NY) 111 West 44th St. Seating Chart   Schedule   Running Time: One hour and 30 minutes, with no intermission Mondays: 8:00pm Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm "
102,6/26/2016,3/24/2016,,1,Broadway,Premiere Production,150,"Two hours and 30 minutes, with one ",Open Run,Bright Star,Musical, Cort Theatre,"         Cort Theatre (Broadway) (New York, NY) 138 West 48th St. Seating Chart   Schedule   Running Time: Two hours and 30 minutes, with one intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
103,12/30/2017,7/31/2016,,1,Broadway,Revival Production,135,"Two hours and 15 minutes, with one ",Open Run,Cats,Musical, Neil Simon Theatre,"         Neil Simon Theatre (New York, NY) 250 W. 52nd St. Seating Chart   Schedule   Running Time: Two hours and 15 minutes, with one intermission Mondays: 8:00pm Tuesdays: 7:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 2:00pm and 7:00pm "
104,4/16/2017,5/25/2016,,,Broadway,Original Production Production,,,Limited Run,Cirque du Soleil Paramour,Musical, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. Seating Chart   Schedule  The schedule varies. Check the official website for the most up-to-date performance days and times. Starting September 12th Mondays: 7:30pm Tuesdays: 7:30pm Thursdays: 7:30pm Fridays: 8:00pm Saturdays: 3:00pm and 8:00pm Sundays: 2:00pm and 7:00pm  "
105,,12/4/2016,11/14/2016,1,Broadway,Premiere Production,145,"Two hours and 25 minutes, with one ",Open Run,Dear Evan Hansen,Musical, Music Box Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. Seating Chart   Schedule   Running Time: Two hours and 25 minutes, with one intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
106,5/8/2016,3/8/2016,,1,Broadway,Premiere Production,120,"Two hours and five minutes, with one ",Open Run,Disaster!,Musical, Nederlander Theatre,"         Nederlander Theatre (New York, NY) 208 W. 41st St. Seating Chart   Schedule   Running Time: Two hours and five minutes, with one intermission Mondays: 8:00pm Wednesdays: 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 2:30pm and 7:30pm There will be an added performance on Wednesday, March 23 at 2:00pm There will be no 7:30pm performance on Sunday, March 27. Beginning April 4th, 2016: Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
107,6/19/2016,3/6/2016,,1,Broadway,Premiere Production,135,"Two hours and 15 minutes, with one ",Limited Run,Eclipsed,Play, John Golden Theatre,"         John Golden Theatre (New York, NY) 252 West 45th St. Seating Chart   Schedule   Running Time: Two hours and 15 minutes, with one intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
108,1/8/2017,10/27/2016,,1,Broadway,Revival Production,160,"Two hours and 40 minutes, with one ",Open Run,Falsettos,Musical, Walter Kerr Theatre,"         Walter Kerr Theatre (New York, NY) 219 West 48th St. Seating Chart   Schedule   Running Time: Two hours and 40 minutes, with one intermission Schedule occasionally varies, check official site for the most up-to-date performance days and times. Tuesdays: 8:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
109,10/29/2016,10/21/2016,,,Broadway,Production,,,Limited Run,Frankie Valli and the Four Seasons on Broadway,, Lunt-Fontanne Theatre,"         Lunt-Fontanne Theatre (New York, NY) 205 West 46th St. Seating Chart   Schedule  Friday, October 21st: 8:00pm Saturday, October 22nd: 8:00pm Sunday, October 23rd: 3:00pm Tuesday, October 25th: 7:00pm Wednesday, October 26th: 2:00pm Friday, October 28th: 8:00pm Saturday, October 29th: 8:00pm "
110,7/31/2016,4/25/2016,,,Broadway,Premiere Production,90,"One hour and 30 minutes, with no ",Limited Run,Fully Committed,, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. Seating Chart   Schedule   Running Time: One hour and 30 minutes, with no intermission THE WEEK OF JULY 25: Tuesday: 8:00pm Wednesday: 8:00pm Thursday: 8:00pm Friday: 8:00pm Saturday: 2:00pm and 8:00pm Sunday: 2:00pm and 7:00pm  REGULAR SCHEDULE: Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
111,12/11/2016,10/13/2016,,,Broadway,Premiere Production,85,"One hour and 25 minutes, with no ",Limited Run,Heisenberg,Play, Samuel J. Friedman Theatre,"         Samuel J. Friedman Theatre (New York, NY) 261 W. 47th St. Seating Chart   Schedule   Running Time: One hour and 25 minutes, with no intermission On-stage seats are available for this production. There is no late seating and you may not leave your seat once the 90 minute, no intermission performance has begun. Tuesdays: 7:00pm Wednesdays: 2:00pm and 7:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 2:00pm "
112,1/15/2017,10/6/2016,,1,Broadway,Premiere Production,135,"Two hours and 15 minutes, with one ",Limited Run,Holiday Inn: The New Irving Berlin Musical,Musical, Studio 54,"         Studio 54 (New York, NY) 254 West 54th St. Seating Chart   Schedule   Running Time: Two hours and 15 minutes, with one intermission Performance schedule occasionally varies. Check the official website for the most up-to-date performance days and times. Tuesdays: 8:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 2:00pm "
113,3/27/2016,2/25/2016,,,Broadway,Revival Production,60,"One hour and five minutes, with no ",Limited Run,Hughie,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. Seating Chart   Schedule   Running Time: One hour and five minutes, with no intermission Tuesdays: 7:30pm Wednesdays: 2:00pm and 7:30pm Thursdays: 7:30pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
114,4/16/2017,12/11/2016,11/10/2016,,Broadway,Premiere Production,,,Open Run,In Transit,Musical, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. Seating Chart   Schedule  Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
115,11/13/2016,11/2/2016,11/2/2016,,Broadway,Production,,,Limited Run,Kristin Chenoweth: My Love Letter to Broadway,Musical, Lunt-Fontanne Theatre,"         Lunt-Fontanne Theatre (New York, NY) 205 West 46th St. Seating Chart   Schedule  Wednesdays: 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 7:00pm "
116,1/8/2017,10/30/2016,,1,Broadway,Revival Production,165,"Two hours and 45 minutes, with one ",Limited Run,Les Liaisons Dangereuses,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. Seating Chart   Schedule   Running Time: Two hours and 45 minutes, with one intermission Schedule occasionally varies. Check the official website for the most up-to-date performance days and times. Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
117,6/26/2016,4/27/2016,,1,Broadway,Revival Production,34,"Three hours and 45 minutes, with ",Limited Run,Long Day's Journey Into Night,Play, American Airlines Theatre,"         American Airlines Theatre (New York, NY) 229 W. 42nd St. Seating Chart   Schedule   Running Time: Three hours and 45 minutes, with intermission Tuesdays: 7:00pm Wednesdays: 2:00pm Thursdays: 7:00pm Fridays: 7:00pm Saturdays: 1:00pm and 7:00pm Sundays: 2:00pm "
118,7/31/2016,7/21/2016,,1,Broadway,Production,165,"Two hours and 45 minutes, with one ",Limited Run,Motown the Musical,Musical, Nederlander Theatre,"         Nederlander Theatre (New York, NY) 208 W. 41st St. Seating Chart   Schedule   Running Time: Two hours and 45 minutes, with one intermission Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
119,9/3/2017,11/14/2016,,1,Broadway,Premiere Production,150,"Two hours and 30 minutes, with one ",Open Run,"Natasha, Pierre and the Great Comet of 1812",Musical, Imperial Theatre,"         Imperial Theatre (Broadway) (New York, NY) 249 West 45th St. Seating Chart   Schedule   Running Time: Two hours and 30 minutes, with one intermission Schedule occasionally varies. Check the official website for the most up-to-date performance days and times. Tuesdays: 7:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 7:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm "
120,,,,1,Broadway,Premiere Production,120,"Two hours, with one ",Open Run,Nerds,Musical,,
121,1/22/2017,10/10/2016,,,Broadway,Premiere Production,90,"One hour and 30 minutes, with no ",Limited Run,"Oh, Hello on Broadway",Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. Seating Chart   Schedule   Running Time: One hour and 30 minutes, with no intermission The schedule varies. Check the official website for the most up-to-date performance days and times. "
122,7/10/2016,3/17/2016,,1,Broadway,Revival Production,150,"Two hours and 30 minutes, with one ",Limited Run,She Loves Me,Musical, Studio 54,"         Studio 54 (New York, NY) 254 West 54th St. Seating Chart   Schedule   Running Time: Two hours and 30 minutes, with one intermission Tuesdays: 8:00pm Wednesdays: 2:00pm and 8:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 2:00pm "
